UPDATE SingleCodeCoupon;couponId[unique=true];endDate[dateformat=dd-MM-yyyy HH:mm:ss];maxRedemptionsPerCustomer;active[default=true]
; EM104418-5 ;03-06-2020 23:59:59;10;true
; EM10482-1 ;03-06-2020 23:59:59;10;true
; EM10482-2 ;03-06-2020 23:59:59;10;true
; EM10482-3 ;03-06-2020 23:59:59;10;true
; EM10482-4 ;03-06-2020 23:59:59;10;true
; EM10482-5 ;03-06-2020 23:59:59;10;true
; EM105278-1 ;03-06-2020 23:59:59;10;true
; EM105278-2 ;03-06-2020 23:59:59;10;true
; EM105278-3 ;03-06-2020 23:59:59;10;true
; EM105278-4 ;03-06-2020 23:59:59;10;true
; EM105278-5 ;03-06-2020 23:59:59;10;true
; EM105338-1 ;03-06-2020 23:59:59;10;true
; EM105338-2 ;03-06-2020 23:59:59;10;true
; EM105338-3 ;03-06-2020 23:59:59;10;true
; EM105338-4 ;03-06-2020 23:59:59;10;true
; EM105338-5 ;03-06-2020 23:59:59;10;true
; EM10541-1 ;03-06-2020 23:59:59;10;true
; EM10541-2 ;03-06-2020 23:59:59;10;true
; EM10541-3 ;03-06-2020 23:59:59;10;true
; EM10541-4 ;03-06-2020 23:59:59;10;true
; EM10541-5 ;03-06-2020 23:59:59;10;true
; EM105478-1 ;03-06-2020 23:59:59;10;true
; EM105478-2 ;03-06-2020 23:59:59;10;true
; EM105478-3 ;03-06-2020 23:59:59;10;true
; EM105478-4 ;03-06-2020 23:59:59;10;true
; EM105478-5 ;03-06-2020 23:59:59;10;true
; EM106439-1 ;03-06-2020 23:59:59;10;true
; EM106439-2 ;03-06-2020 23:59:59;10;true
; EM106439-3 ;03-06-2020 23:59:59;10;true
; EM106439-4 ;03-06-2020 23:59:59;10;true
; EM106439-5 ;03-06-2020 23:59:59;10;true
; EM106498-1 ;03-06-2020 23:59:59;10;true
; EM106498-2 ;03-06-2020 23:59:59;10;true
; EM106498-3 ;03-06-2020 23:59:59;10;true
; EM106498-4 ;03-06-2020 23:59:59;10;true
; EM106498-5 ;03-06-2020 23:59:59;10;true
; EM10719-1 ;03-06-2020 23:59:59;10;true
; EM10719-2 ;03-06-2020 23:59:59;10;true
; EM10719-3 ;03-06-2020 23:59:59;10;true
; EM10719-4 ;03-06-2020 23:59:59;10;true
; EM10719-5 ;03-06-2020 23:59:59;10;true
; EM107338-1 ;03-06-2020 23:59:59;10;true
; EM107338-2 ;03-06-2020 23:59:59;10;true
; EM107338-3 ;03-06-2020 23:59:59;10;true
; EM107338-4 ;03-06-2020 23:59:59;10;true
; EM107338-5 ;03-06-2020 23:59:59;10;true
; EM107378-1 ;03-06-2020 23:59:59;10;true
; EM107378-2 ;03-06-2020 23:59:59;10;true
; EM107378-3 ;03-06-2020 23:59:59;10;true
; EM107378-4 ;03-06-2020 23:59:59;10;true
; EM107378-5 ;03-06-2020 23:59:59;10;true
; EM107739-1 ;03-06-2020 23:59:59;10;true
; EM107739-2 ;03-06-2020 23:59:59;10;true
; EM107739-3 ;03-06-2020 23:59:59;10;true
; EM107739-4 ;03-06-2020 23:59:59;10;true
; EM107739-5 ;03-06-2020 23:59:59;10;true
; EM10778-1 ;03-06-2020 23:59:59;10;true
; EM10778-2 ;03-06-2020 23:59:59;10;true
; EM10778-3 ;03-06-2020 23:59:59;10;true
; EM10778-4 ;03-06-2020 23:59:59;10;true
; EM10778-5 ;03-06-2020 23:59:59;10;true
; EM107958-1 ;03-06-2020 23:59:59;10;true
; EM107958-2 ;03-06-2020 23:59:59;10;true
; EM107958-3 ;03-06-2020 23:59:59;10;true
; EM107958-4 ;03-06-2020 23:59:59;10;true
; EM107958-5 ;03-06-2020 23:59:59;10;true
; EM108038-1 ;03-06-2020 23:59:59;10;true
; EM108038-2 ;03-06-2020 23:59:59;10;true
; EM108038-3 ;03-06-2020 23:59:59;10;true
; EM108038-4 ;03-06-2020 23:59:59;10;true
; EM108038-5 ;03-06-2020 23:59:59;10;true
; EM108058-1 ;03-06-2020 23:59:59;10;true
; EM108058-2 ;03-06-2020 23:59:59;10;true
